FAMILY,GENUS,SPECIES,CODE,Min length,Max length 
Hydrobiidae,Austropyrgus,nitidus,24111118,NA,NA
Anabathridae,Pisinna,perdigna,24106040,NA,NA
Hydrobiidae,Austropyrgus,ora,24111105,NA,NA
Hydrobiidae,Austropyrgus,pusillus,24111106,NA,NA
Hydrobiidae,Austropyrgus,exiguus,24111107,NA,NA
Hydrobiidae,Austropyrgus,spectus,24111108,NA,NA
Hydrobiidae,Austropyrgus,tumidus,24111109,NA,NA
Hydrobiidae,Austropyrgus,glenelgensis,24111110,NA,NA
Hydrobiidae,Austropyrgus,aslini,24111111,NA,NA
Hydrobiidae,Austropyrgus,fonscultus,24111112,NA,NA
Hydrobiidae,Austropyrgus,macropus,24111113,NA,NA
Hydrobiidae,Austropyrgus,zeidleri,24111114,NA,NA
Hydrobiidae,Austropyrgus,flindersensis,24111115,NA,NA
Hydrobiidae,Austropyrgus,procerus,24111132,NA,NA
Hydrobiidae,Austropyrgus,pagodoides,24111117,NA,NA
Hydrobiidae,Austropyrgus,praecipitis,24111131,NA,NA
Hydrobiidae,Austropyrgus,gordonensis,24111119,NA,NA
Hydrobiidae,Austropyrgus,ronkershawi,24111120,NA,NA
Hydrobiidae,Austropyrgus,colludens,24111121,NA,NA
Hydrobiidae,Austropyrgus,tebus,24111122,NA,NA
Hydrobiidae,Austropyrgus,rectus,24111123,NA,NA
Hydrobiidae,Austropyrgus,foris,24111124,NA,NA
Hydrobiidae,Austropyrgus,vulgaris,24111125,NA,NA
Hydrobiidae,Austropyrgus,latus,24111126,NA,NA
Hydrobiidae,Austropyrgus,goliathus,24111127,NA,NA
Hydrobiidae,Austropyrgus,sinuatus,24111128,NA,NA
Hydrobiidae,Austropyrgus,tateiformis,24111129,NA,NA
Hydrobiidae,Beddomeia,kessneri,24111163,NA,NA
Hydrobiidae,Austropyrgus,halletensis,24111116,NA,NA
Hydrobiidae,Nanocochlea,exigua,24111206,NA,NA
Hydrobiidae,Nanocochlea,monticola,24111193,NA,NA
Hydrobiidae,Nanocochlea,parva,24111194,NA,NA
Hydrobiidae,Nanocochlea,pupoidea,24111195,NA,NA
Hydrobiidae,Victodrobia,burni,24111196,NA,NA
Hydrobiidae,Victodrobia,elongata,24111197,NA,NA
Hydrobiidae,Victodrobia,millerae,24111198,NA,NA
Hydrobiidae,Victodrobia,victoriensis,24111199,NA,NA
Hydrobiidae,Pseudotricula,expandolabra,24111200,NA,NA
Hydrobiidae,Pseudotricula,auriforma,24111201,NA,NA
Hydrobiidae,Pseudotricula,elongata,24111202,NA,NA
Hydrobiidae,Pseudotricula,arthurclarkei,24111203,NA,NA
Hydrobiidae,Beddomeia,hermansi,24111161,NA,NA
Hydrobiidae,Pseudotricula,progenitor,24111205,NA,NA
Hydrobiidae,Phrantela,singularis,24111190,NA,NA
Hydrobiidae,Nanocochlea,stylesae,24111207,NA,NA
Hydrobiidae,Nanocochlea,damperensis,24111208,NA,NA
Hydrobiidae,Edgbastonia,alanwillsi,24111209,NA,NA
Hydrobiidae,Posticobia,ponderi,24111210,NA,NA
Hydrobiidae,Paxillostium,nanum,24111220,NA,NA
Hydrobiidae,Rakipyrgus,gardneri,24111221,NA,NA
Hydrobiidae,Sororipyrgus,raki,24111222,NA,NA
Hydrobiidae,Sororipyrgus,marshalli,24111223,NA,NA
Hydrobiidae,Sororipyrgus,kutukutu,24111224,NA,NA
Hydrobiidae,Hadropyrgus,anops,24111250,NA,NA
Hydrobiidae,Hadropyrgus,brevis,24111251,NA,NA
Hydrobiidae,Hadropyrgus,ngataana,24111252,NA,NA
Hydrobiidae,Pseudotricula,conica,24111204,NA,NA
Hydrobiidae,Beddomeia,wilmotensis,24111178,NA,NA
Hydrobiidae,Beddomeia,kershawi,24111164,NA,NA
Hydrobiidae,Beddomeia,krybetes,24111165,NA,NA
Hydrobiidae,Beddomeia,mesibovi,24111166,NA,NA
Hydrobiidae,Beddomeia,pallida,24111167,NA,NA
Hydrobiidae,Beddomeia,paludinella,24111168,NA,NA
Hydrobiidae,Beddomeia,petterdi,24111169,NA,NA
Hydrobiidae,Beddomeia,phasianella,24111170,NA,NA
Hydrobiidae,Beddomeia,protuberata,24111171,NA,NA
Hydrobiidae,Beddomeia,ronaldi,24111172,NA,NA
Hydrobiidae,Beddomeia,salmonis,24111173,NA,NA
Hydrobiidae,Beddomeia,topsiae,24111174,NA,NA
Hydrobiidae,Beddomeia,trochiformis,24111175,NA,NA
Hydrobiidae,Phrantela,warwicki,24111192,NA,NA
Hydrobiidae,Beddomeia,waterhouseae,24111177,NA,NA
Hydrobiidae,Phrantela,umbilicata,24111191,NA,NA
Hydrobiidae,Beddomeia,wisae,24111179,NA,NA
Hydrobiidae,Beddomeia,zeehanensis,24111180,NA,NA
Hydrobiidae,Phrantela,angulifera,24111181,NA,NA
Hydrobiidae,Phrantela,annamurrayae,24111182,NA,NA
Hydrobiidae,Phrantela,bobbrowni,24111183,NA,NA
Hydrobiidae,Phrantela,conica,24111184,NA,NA
Hydrobiidae,Phrantela,daveyensis,24111185,NA,NA
Hydrobiidae,Phrantela,daveyensis,24111186,NA,NA
Hydrobiidae,Phrantela,kutikina,24111187,NA,NA
Hydrobiidae,Phrantela,pupiformis,24111188,NA,NA
Hydrobiidae,Phrantela,richardsoni,24111189,NA,NA
Hydrobiidae,Austropyrgus,turbatus,24111103,NA,NA
Hydrobiidae,Beddomeia,turnerae,24111176,NA,NA
Batillariidae,Zeacumantus,subcarinatus,24081001,NA,NA
Siliquariidae,NA,NA,2408e4,NA,NA
Siliquariidae,Tenagodus,ponderosus,24080001,NA,NA
Siliquariidae,Tenagodus,australis,24080002,NA,NA
Siliquariidae,Tenagodus,weldii,24080003,NA,NA
Siliquariidae,Tenagodus,anguinus,24080004,NA,NA
Siliquariidae,Stephopoma,tricuspe,24080005,NA,NA
Siliquariidae,Stephopoma,nucleogranosum,24080006,NA,NA
Siliquariidae,Stephopoma,abrolhosense,24080007,NA,NA
Siliquariidae,Stephopoma,nucleocostata,24080008,NA,NA
Siliquariidae,Stephopoma,roseum,24080009,NA,NA
Siliquariidae,Stephopoma,NA,24080901,NA,NA
Planaxidae,Fossarus,brumalis,24082001,NA,NA
Batillariidae,NA,NA,24081e3,NA,NA
Turritellidae,Turritellopsis,NA,24079907,NA,NA
Batillariidae,Velacumantus,australis,24081002,NA,NA
Batillariidae,Zeacumantus,plumbeus,24081003,NA,NA
Batillariidae,Pyrazus,ebeninus,24081004,NA,NA
Batillariidae,Zeacumantus,diemenensis,24081005,NA,NA
Batillariidae,Eubittium,lawleyanum,24081006,NA,NA
Batillariidae,Zeacumantus,lutulentus,24081007,NA,NA
Batillariidae,Batillariella,NA,24081901,NA,NA
Batillariidae,Eubittium,NA,24081902,NA,NA
Batillariidae,Pyrazus,NA,24081903,NA,NA
Batillariidae,Velacumantus,NA,24081904,NA,NA
Batillariidae,Zeacumantus,NA,24081905,NA,NA
Turritellidae,Colpospira,moretonensis,24079019,NA,NA
Siliquariidae,Tenagodus,NA,24080902,NA,NA
Turritellidae,Haustator,leeuwinensis,24079034,NA,NA
Anabathridae,Pisinna,tasmanica,24106042,NA,NA
Turritellidae,Colpospira,sinuata,24079021,NA,NA
Turritellidae,Colpospira,sophiae,24079022,NA,NA
Turritellidae,Colpospira,translucida,24079023,NA,NA
Turritellidae,Colpospira,wollumbi,24079024,NA,NA
Turritellidae,Colpospira,australis,24079025,NA,NA
Turritellidae,Colpospira,guilleaumei,24079026,NA,NA
Turritellidae,Colpospira,circumligata,24079027,NA,NA
Turritellidae,Colpospira,congelata,24079028,NA,NA
Turritellidae,Colpospira,quadrata,24079029,NA,NA
Turritellidae,Gazameda,declivis,24079030,NA,NA
Turritellidae,Gazameda,iredalei,24079031,NA,NA
Turritellidae,Zeacolpus,NA,24079909,NA,NA
Turritellidae,Haustator,gilleti,24079033,NA,NA
Turritellidae,Zaria,NA,24079908,NA,NA
Turritellidae,Zaria,duplicata,24079035,NA,NA
Turritellidae,Zeacolpus,capricornius,24079036,NA,NA
Turritellidae,Turritellopsis,kimberi,24079037,NA,NA
Turritellidae,Turritellopsis,neptunensis,24079038,NA,NA
Turritellidae,Turritellopsis,latior,24079039,NA,NA
Turritellidae,Archimediella,NA,24079901,NA,NA
Turritellidae,Colpospira,NA,24079902,NA,NA
Turritellidae,Gazameda,NA,24079903,NA,NA
Turritellidae,Haustator,NA,24079904,NA,NA
Turritellidae,Maoricolpus,NA,24079905,NA,NA
Turritellidae,Turritella,NA,24079906,NA,NA
Planaxidae,Fossarus,sydneyensis,24082002,NA,NA
Turritellidae,Haustator,cingulifera,24079032,NA,NA
Thiaridae,Sermyla,riqueti,24084014,NA,NA
Thiaridae,Brotia,supralirata,24084001,NA,NA
Thiaridae,Melanoides,tuberculata,24084002,NA,NA
Thiaridae,Stenomelania,denisonensis,24084003,NA,NA
Thiaridae,Melanoides,tacita,24084004,NA,NA
Thiaridae,Melanoides,ultra,24084005,NA,NA
Thiaridae,Ripalania,queenslandica,24084006,NA,NA
Thiaridae,Sermyla,venustula,24084007,NA,NA
Thiaridae,Thiara,amarula,24084008,NA,NA
Thiaridae,Plotiopsis,balonnensis,24084009,NA,NA
Thiaridae,Thiara,lirata,24084010,NA,NA
Thiaridae,Thiara,australis,24084011,NA,NA
Planaxidae,NA,NA,24082e3,NA,NA
Thiaridae,Plotia,scabra,24084013,NA,NA
Potamididae,Cerithideopsis,NA,24083904,NA,NA
Thiaridae,Stenomelania,aspirans,24084015,NA,NA
Thiaridae,Brotia,NA,24084901,NA,NA
Thiaridae,Melanoides,NA,24084902,NA,NA
Thiaridae,Ripalania,NA,24084903,NA,NA
Thiaridae,Sermyla,NA,24084904,NA,NA
Thiaridae,Thiara,NA,24084905,NA,NA
Thiaridae,Melasma,NA,24084906,NA,NA
Thiaridae,Plotia,NA,24084907,NA,NA
Thiaridae,Plotiopsis,NA,24084908,NA,NA
Thiaridae,Stenomelania,NA,24084909,NA,NA
Diastomatidae,NA,NA,24085e3,NA,NA
Diastomatidae,Diastoma,melanioides,24085001,NA,NA
Thiaridae,Melasma,onca,24084012,NA,NA
Potamididae,Telescopium,telescopium,24083001,NA,NA
Planaxidae,Hinea,lineolatus,24082003,NA,NA
Planaxidae,Hinea,brasiliana,24082004,NA,NA
Planaxidae,Fissilabia,decollata,24082005,NA,NA
Planaxidae,Planaxis,sulcatus,24082006,NA,NA
Planaxidae,Larinopsis,turbinatus,24082007,NA,NA
Planaxidae,Larinopsis,ostensus,24082008,NA,NA
Planaxidae,Fossarella,orbiculatus,24082009,NA,NA
Planaxidae,Fissilabia,NA,24082901,NA,NA
Planaxidae,Fossarella,NA,24082902,NA,NA
Planaxidae,Fossarus,NA,24082903,NA,NA
Planaxidae,Hinea,NA,24082904,NA,NA
Planaxidae,Larinopsis,NA,24082905,NA,NA
Thiaridae,NA,NA,24084e3,NA,NA
Potamididae,NA,NA,24083e3,NA,NA
Potamididae,Cerithideopsilla,NA,24083905,NA,NA
Potamididae,Cerithidea,anticipata,24083002,NA,NA
Potamididae,Cerithideopsis,australiensis,24083003,NA,NA
Potamididae,Cerithidea,obtusa,24083004,NA,NA
Potamididae,Cerithidea,reidi,24083005,NA,NA
Potamididae,Cerithideopsilla,cingulata,24083006,NA,NA
Potamididae,Terebralia,palustris,24083007,NA,NA
Potamididae,Terebralia,semistriata,24083008,NA,NA
Potamididae,Terebralia,sulcata,24083009,NA,NA
Potamididae,Cerithidea,NA,24083901,NA,NA
Potamididae,Telescopium,NA,24083902,NA,NA
Potamididae,Terebralia,NA,24083903,NA,NA
Turritellidae,Colpospira,mediolevis,24079018,NA,NA
Planaxidae,Planaxis,NA,24082906,NA,NA
Cerithiidae,Gourmya,gourmyi,24076043,NA,NA
Cerithiidae,Cerithium,torresi,24076030,NA,NA
Cerithiidae,Cerithium,traillii,24076031,NA,NA
Cerithiidae,Cerithium,zonatum,24076032,NA,NA
Cerithiidae,Clypeomorus,admirabilis,24076033,NA,NA
Cerithiidae,Clypeomorus,bifasciata,24076034,NA,NA
Cerithiidae,Clypeomorus,brevis,24076035,NA,NA
Cerithiidae,Clypeomorus,irrorata,24076036,NA,NA
Cerithiidae,Clypeomorus,pellucida,24076037,NA,NA
Cerithiidae,Clypeomorus,petrosa,24076038,NA,NA
Cerithiidae,Clypeomorus,purpurastoma,24076039,NA,NA
Cerithiidae,Clypeomorus,subbrevicula,24076040,NA,NA
Cerithiidae,Ittibittium,houbricki,24076056,NA,NA
Cerithiidae,Glyptozaria,opulenta,24076042,NA,NA
Cerithiidae,Cerithium,rostratum,24076027,NA,NA
Cerithiidae,Pseudovertagus,aluco,24076044,NA,NA
Cerithiidae,Pseudovertagus,clava,24076045,NA,NA
Cerithiidae,Pseudovertagus,peroni,24076046,NA,NA
Cerithiidae,Pseudovertagus,phylarchus,24076047,NA,NA
Cerithiidae,Rhinoclavis,bituberculata,24076048,NA,NA
Cerithiidae,Rhinoclavis,brettinghami,24076049,NA,NA
Cerithiidae,Rhinoclavis,diadema,24076050,NA,NA
Cerithiidae,Rhinoclavis,fasciata,24076051,NA,NA
Cerithiidae,Rhinoclavis,sinensis,24076052,NA,NA
Cerithiidae,Rhinoclavis,vertagus,24076053,NA,NA
Cerithiidae,Rhinoclavis,kochi,24076054,NA,NA
Turritellidae,Colpospira,runcinata,24079020,NA,NA
Cerithiidae,Colina,macrostoma,24076041,NA,NA
Cerithiidae,Cerithium,columna,24076015,NA,NA
Cerithiidae,Cacozeliana,granarium,24076001,NA,NA
Cerithiidae,Clypeomorus,batillariaeformis,24076002,NA,NA
Cerithiidae,Rhinoclavis,articulata,24076003,NA,NA
Cerithiidae,Rhinoclavis,aspera,24076004,NA,NA
Cerithiidae,Cerithium,novaehollandiae,24076005,NA,NA
Cerithiidae,Argyropeza,izekiana,24076006,NA,NA
Cerithiidae,Argyropeza,verecunda,24076007,NA,NA
Cerithiidae,Argyropeza,schepmaniana,24076008,NA,NA
Cerithiidae,Bittium,elegantissimum,24076009,NA,NA
Cerithiidae,Bittium,zebrum,24076010,NA,NA
Cerithiidae,Cacozeliana,icarus,24076011,NA,NA
Cerithiidae,Cerithium,atromarginatum,24076012,NA,NA
Cerithiidae,Cerithium,tenellum,24076029,NA,NA
Cerithiidae,Cerithium,citrinum,24076014,NA,NA
Cerithiidae,Cerithium,salebrosum,24076028,NA,NA
Cerithiidae,Cerithium,coralium,24076016,NA,NA
Cerithiidae,Cerithium,dialeucum,24076017,NA,NA
Cerithiidae,Cerithium,echinatum,24076018,NA,NA
Cerithiidae,Cerithium,egenum,24076019,NA,NA
Cerithiidae,Cerithium,interstriatum,24076020,NA,NA
Cerithiidae,Cerithium,munitum,24076021,NA,NA
Cerithiidae,Cerithium,nesioticum,24076022,NA,NA
Cerithiidae,Cerithium,nodulosum,24076023,NA,NA
Cerithiidae,Cerithium,pacificum,24076024,NA,NA
Cerithiidae,Cerithium,phoxum,24076025,NA,NA
Cerithiidae,Cerithium,punctatum,24076026,NA,NA
Cerithiidae,Pseudovertagus,NA,24076901,NA,NA
Cerithiidae,Cerithium,balteatum,24076013,NA,NA
Turritellidae,Archimediella,dirkhartogensis,24079005,NA,NA
Litiopidae,Alaba,pulchra,24078007,NA,NA
Litiopidae,Alaba,vibex,24078008,NA,NA
Litiopidae,Alaba,hartmeyeri,24078009,NA,NA
Litiopidae,Alaba,bowenensis,24078010,NA,NA
Litiopidae,Alaba,difformis,24078011,NA,NA
Litiopidae,Alaba,diffilata,24078012,NA,NA
Litiopidae,Alaba,NA,24078901,NA,NA
Litiopidae,Litiopa,NA,24078902,NA,NA
Turritellidae,NA,NA,24079e3,NA,NA
Turritellidae,Maoricolpus,roseus,24079001,NA,NA
Turritellidae,Turritella,terebra,24079002,NA,NA
Cerithiidae,Royella,sinon,24076055,NA,NA
Turritellidae,Gazameda,gunnii,24079004,NA,NA
Litiopidae,Alaba,translucida,24078004,NA,NA
Turritellidae,Archimediella,fastigiata,24079006,NA,NA
Turritellidae,Archimediella,maculata,24079007,NA,NA
Turritellidae,Archimediella,occidua,24079008,NA,NA
Turritellidae,Colpospira,accisa,24079009,NA,NA
Turritellidae,Colpospira,atkinsoni,24079010,NA,NA
Turritellidae,Colpospira,smithiana,24079011,NA,NA
Turritellidae,Colpospira,yarramundi,24079012,NA,NA
Turritellidae,Colpospira,aquamarina,24079013,NA,NA
Turritellidae,Colpospira,bundilla,24079014,NA,NA
Turritellidae,Colpospira,cordismei,24079015,NA,NA
Turritellidae,Colpospira,curialis,24079016,NA,NA
Turritellidae,Colpospira,decoramen,24079017,NA,NA
Turritellidae,Gazameda,tasmanica,24079003,NA,NA
Dialidae,Diala,lirata,24077003,NA,NA
Cerithiidae,Argyropeza,NA,24076902,NA,NA
Cerithiidae,Bittium,NA,24076903,NA,NA
Cerithiidae,Cacozeliana,NA,24076904,NA,NA
Cerithiidae,Cerithium,NA,24076905,NA,NA
Cerithiidae,Clypeomorus,NA,24076906,NA,NA
Cerithiidae,Colina,NA,24076907,NA,NA
Cerithiidae,Glyptozaria,NA,24076908,NA,NA
Cerithiidae,Gourmya,NA,24076909,NA,NA
Cerithiidae,Ittibittium,NA,24076910,NA,NA
Cerithiidae,Rhinoclavis,NA,24076911,NA,NA
Cerithiidae,Royella,NA,24076912,NA,NA
Dialidae,NA,NA,24077e3,NA,NA
Litiopidae,Alaba,monile,24078006,NA,NA
Dialidae,Diala,monile,24077002,NA,NA
Litiopidae,Litiopa,limnophysa,24078005,NA,NA
Dialidae,Diala,semistriata,24077004,NA,NA
Dialidae,Diala,albugo,24077005,NA,NA
Dialidae,Diala,megapicalis,24077006,NA,NA
Dialidae,Diala,sulcifera,24077007,NA,NA
Dialidae,Diala,sulcifera,24077008,NA,NA
Dialidae,Diala,lirulata,24077009,NA,NA
Dialidae,Diala,NA,24077901,NA,NA
Litiopidae,NA,NA,24078e3,NA,NA
Litiopidae,Alaba,fragilis,24078001,NA,NA
Litiopidae,Alaba,lixa,24078002,NA,NA
Litiopidae,Alaba,opiniosa,24078003,NA,NA
Modulidae,Indomodulus,tectum,24086001,NA,NA
Dialidae,Diala,suturalis,24077001,NA,NA
Eatoniellidae,Eatoniella,shepherdi,24101020,NA,NA
Eatoniellidae,Eatoniella,ansonae,24101007,NA,NA
Eatoniellidae,Eatoniella,atrella,24101008,NA,NA
Eatoniellidae,Eatoniella,atropurpurea,24101009,NA,NA
Eatoniellidae,Eatoniella,australiensis,24101010,NA,NA
Eatoniellidae,Eatoniella,depressa,24101011,NA,NA
Eatoniellidae,Eatoniella,exigua,24101012,NA,NA
Eatoniellidae,Eatoniella,fulva,24101013,NA,NA
Eatoniellidae,Eatoniella,galbinia,24101014,NA,NA
Eatoniellidae,Eatoniella,hewittae,24101015,NA,NA
Eatoniellidae,Eatoniella,howensis,24101016,NA,NA
Eatoniellidae,Eatoniella,juliae,24101017,NA,NA
Calopiidae,NA,NA,24104e3,NA,NA
Eatoniellidae,Eatoniella,puniceolinea,24101019,NA,NA
Eatoniellidae,Eatoniella,demissa,24101004,NA,NA
Eatoniellidae,Eatoniella,talboti,24101021,NA,NA
Eatoniellidae,Eatoniella,taylorae,24101022,NA,NA
Eatoniellidae,Eatoniella,victoriae,24101023,NA,NA
Eatoniellidae,Eatoniella,caliginosa,24101024,NA,NA
Eatoniellidae,Eatoniella,ainsworthi,24101025,NA,NA
Eatoniellidae,Eatoniella,hyalina,24101026,NA,NA
Eatoniellidae,Eatoniella,alboelata,24101027,NA,NA
Eatoniellidae,Eatoniella,kerguelensis,24101028,NA,NA
Eatoniellidae,Eatoniella,subrufescens,24101029,NA,NA
Eatoniellidae,Eatoniella,notata,24101030,NA,NA
Eatoniellidae,Crassitoniella,NA,24101901,NA,NA
Diastomatidae,Diastoma,NA,24085901,NA,NA
Eatoniellidae,Eatoniella,melanochroma,24101018,NA,NA
Cingulopsidae,Pseudopisinna,gregaria,24100028,NA,NA
Cingulopsidae,Eatonina,rubicunda,24100014,NA,NA
Cingulopsidae,Eatoniopsis,voorwindei,24100015,NA,NA
Cingulopsidae,Eatoniopsis,castanea,24100016,NA,NA
Cingulopsidae,Eatoniopsis,porcellana,24100017,NA,NA
Cingulopsidae,Eatoniopsis,westralis,24100018,NA,NA
Cingulopsidae,Tubbreva,exigua,24100019,NA,NA
Cingulopsidae,Tubbreva,exaltata,24100020,NA,NA
Cingulopsidae,Tubbreva,exaltata,24100021,NA,NA
Cingulopsidae,Tubbreva,minutula,24100022,NA,NA
Cingulopsidae,Tubbreva,insignificans,24100023,NA,NA
Cingulopsidae,Tubbreva,parva,24100024,NA,NA
Cingulopsidae,Pseudopisinna,alvea,24100025,NA,NA
Eatoniellidae,Eatoniella,pellucida,24101006,NA,NA
Cingulopsidae,Pseudopisinna,costata,24100027,NA,NA
Eatoniellidae,Eatoniella,glacialis,24101005,NA,NA
Cingulopsidae,Skenella,umbilicata,24100029,NA,NA
Cingulopsidae,Skenella,sinapi,24100030,NA,NA
Cingulopsidae,Eatonina,NA,24100901,NA,NA
Cingulopsidae,Eatoniopsis,NA,24100902,NA,NA
Cingulopsidae,Pseudopisinna,NA,24100903,NA,NA
Cingulopsidae,Skenella,NA,24100904,NA,NA
Cingulopsidae,Tubbreva,NA,24100905,NA,NA
Eatoniellidae,NA,NA,24101e3,NA,NA
Eatoniellidae,Crassitoniella,erratica,24101001,NA,NA
Eatoniellidae,Crassitoniella,erratica,24101002,NA,NA
Eatoniellidae,Crassitoniella,flammea,24101003,NA,NA
Calopiidae,Calopia,imitata,24104001,NA,NA
Cingulopsidae,Pseudopisinna,balteata,24100026,NA,NA
Anabathridae,Pisinna,gradata,24106029,NA,NA
Anabathridae,Pisinna,angulata,24106016,NA,NA
Anabathridae,Pisinna,approxima,24106017,NA,NA
Anabathridae,Pisinna,bicolor,24106018,NA,NA
Anabathridae,Pisinna,castella,24106019,NA,NA
Anabathridae,Pisinna,circumlabra,24106020,NA,NA
Anabathridae,Pisinna,colmani,24106021,NA,NA
Anabathridae,Pisinna,compressa,24106022,NA,NA
Anabathridae,Pisinna,costata,24106023,NA,NA
Anabathridae,Pisinna,dubitabilis,24106024,NA,NA
Anabathridae,Pisinna,eurychades,24106025,NA,NA
Anabathridae,Pisinna,flindersi,24106026,NA,NA
Eatoniellidae,Eatoniella,NA,24101902,NA,NA
Anabathridae,Pisinna,frenchiensis,24106028,NA,NA
Anabathridae,Microdryas,janjucensis,24106013,NA,NA
Anabathridae,Pisinna,incipiens,24106030,NA,NA
Anabathridae,Pisinna,kershawi,24106031,NA,NA
Anabathridae,Pisinna,labrotoma,24106032,NA,NA
Anabathridae,Pisinna,laseroni,24106033,NA,NA
Anabathridae,Pisinna,megastoma,24106034,NA,NA
Anabathridae,Pisinna,moretonicus,24106035,NA,NA
Anabathridae,Pisinna,nitida,24106036,NA,NA
Anabathridae,Pisinna,oblata,24106037,NA,NA
Anabathridae,Pisinna,olivacea,24106038,NA,NA
Anabathridae,Pisinna,paucirugosa,24106039,NA,NA
Caecidae,Caecum,amputatum,24117003,NA,NA
Anabathridae,Pisinna,salebrosa,24106041,NA,NA
Anabathridae,Pisinna,frauenfeldi,24106027,NA,NA
Anabathridae,Anabathron,contabulatum,24106001,NA,NA
Calopiidae,Calopia,burni,24104002,NA,NA
Calopiidae,Calopia,laseroni,24104003,NA,NA
Calopiidae,Calopia,minutissima,24104004,NA,NA
Calopiidae,Calopia,NA,24104901,NA,NA
Barleeiidae,NA,NA,24105e3,NA,NA
Barleeiidae,Amphithalamus,incidatus,24105001,NA,NA
Barleeiidae,Amphithalamus,jacksoni,24105002,NA,NA
Barleeiidae,Amphithalamus,obesus,24105003,NA,NA
Barleeiidae,Amphithalamus,fulcira,24105004,NA,NA
Barleeiidae,Amphithalamus,pyramis,24105005,NA,NA
Barleeiidae,Amphithalamus,triangulus,24105006,NA,NA
Barleeiidae,Amphithalamus,liratus,24105007,NA,NA
Anabathridae,Pisinna,albizona,24106015,NA,NA
Anabathridae,NA,NA,24106e3,NA,NA
Anabathridae,Microdryas,elongata,24106014,NA,NA
Anabathridae,Anabathron,ascensum,24106002,NA,NA
Anabathridae,Anabathron,lene,24106003,NA,NA
Anabathridae,Anabathron,luteofuscum,24106004,NA,NA
Anabathridae,Anabathron,pluteus,24106005,NA,NA
Anabathridae,Anabathron,scrobiculator,24106006,NA,NA
Anabathridae,Badepigrus,badia,24106007,NA,NA
Anabathridae,Badepigrus,pupoides,24106008,NA,NA
Anabathridae,Badepigrus,protractus,24106009,NA,NA
Anabathridae,Badepigrus,contortum,24106010,NA,NA
Anabathridae,Badepigrus,semicinctus,24106011,NA,NA
Anabathridae,Microdryas,iravadioides,24106012,NA,NA
Cingulopsidae,Eatonina,striata,24100011,NA,NA
Barleeiidae,Amphithalamus,NA,24105901,NA,NA
Littorinidae,Littoraria,scabra,24095020,NA,NA
Littorinidae,Nodilittorina,pyramidalis,24095007,NA,NA
Littorinidae,Bembicium,flavacens,24095008,NA,NA
Littorinidae,Bembicium,melanostomum,24095009,NA,NA
Littorinidae,Bembicium,nanum,24095010,NA,NA
Littorinidae,Bembicium,vittatum,24095011,NA,NA
Littorinidae,Laevilitorina,johnstoni,24095012,NA,NA
Littorinidae,Laevilitorina,mariae,24095013,NA,NA
Littorinidae,Littoraria,coccinea,24095014,NA,NA
Littorinidae,Littoraria,undulata,24095015,NA,NA
Littorinidae,Littoraria,filosa,24095016,NA,NA
Littorinidae,Littoraria,intermedia,24095017,NA,NA
Cingulopsidae,Eatonina,fulvicolumella,24100013,NA,NA
Littorinidae,Littoraria,philippiana,24095019,NA,NA
Littorinidae,Littoraria,cingulata,24095004,NA,NA
Littorinidae,Littoraria,sulculosa,24095021,NA,NA
Littorinidae,Laevilitorina,kingensis,24095022,NA,NA
Littorinidae,Afrolittorina,praetermissa,24095023,NA,NA
Littorinidae,Echinolittorina,australis,24095024,NA,NA
Littorinidae,Echinolittorina,nodosa,24095025,NA,NA
Littorinidae,Echinolittorina,millegrana,24095026,NA,NA
Littorinidae,Peasiella,roepstorffiana,24095027,NA,NA
Littorinidae,Peasiella,tantilla,24095028,NA,NA
Littorinidae,Tectarius,rusticus,24095029,NA,NA
Littorinidae,Laevilitorina,antarctica,24095030,NA,NA
Littorinidae,Laevilitorina,labioflecta,24095031,NA,NA
Littorinidae,Littoraria,ianthostoma,24095032,NA,NA
Littorinidae,Littoraria,luteola,24095018,NA,NA
Campanilidae,Campanile,NA,24090901,NA,NA
Calliodentaliidae,Calliodentalium,crocinum,23507001,NA,NA
Modulidae,Indomodulus,NA,24086901,NA,NA
Scaliolidae,NA,NA,24087e3,NA,NA
Scaliolidae,Finella,lutosa,24087001,NA,NA
Scaliolidae,Scaliola,caledonica,24087002,NA,NA
Scaliolidae,Finella,fabrica,24087003,NA,NA
Scaliolidae,Finella,NA,24087901,NA,NA
Scaliolidae,Scaliola,NA,24087902,NA,NA
Pachychilidae,NA,NA,24088e3,NA,NA
Pachychilidae,Pseudopotamis,supralirata,24088001,NA,NA
Pachychilidae,Pseudopotamis,semoni,24088002,NA,NA
Pachychilidae,Pseudopotamis,NA,24088901,NA,NA
Littorinidae,Bembicium,auratum,24095006,NA,NA
Campanilidae,Campanile,symbolicum,24090001,NA,NA
Littorinidae,Littoraria,pallescens,24095005,NA,NA
Plesiotrochidae,NA,NA,24091e3,NA,NA
Plesiotrochidae,Plesiotrochus,monachus,24091001,NA,NA
Plesiotrochidae,Plesiotrochus,crinitus,24091002,NA,NA
Plesiotrochidae,Plesiotrochus,penetricinctus,24091003,NA,NA
Plesiotrochidae,Plesiotrochus,pagodiformis,24091004,NA,NA
Plesiotrochidae,Plesiotrochus,NA,24091901,NA,NA
